"t_set_heating","infl_rate_m3ph_m2","window_opening_ach","%SIGMA@wn2*.pc.mu%","%SIGMA@wn2*.pc1%","%SIGMA@wn2*.pc2%","%SIGMA@wn2*.pc3%"
0.445778602381588,0.603764474410401,0.960709272415432,268922.021526874,58807.149906936,2333.99215866236,131.775826360715
0.556200729793914,0.809641089174445,0.364419079615573,207780.803949517,55629.1919878129,2333.99215866236,201.585008547082
0.470464668796724,0.861134717882641,0.434832973322028,207780.803949517,50228.5680311653,1940.66678606893,174.986220592511
0.470464668796724,0.604333368907571,0.936549620228573,210532.846643999,56810.3100561178,2949.26152026363,125.131608353908
0.390740334828948,0.936954452648145,0.936549620228573,210532.846643999,74484.7679556438,2324.42277987293,179.058051640554
0.366255371668535,0.56269959706306,0.879500565615524,268787.481714365,68342.9659176573,2394.1346125152,170.224368064946
0.366255371668535,0.605846628017217,0.719868790526344,250425.043306315,56344.1581552244,2897.02407951632,188.067436673628
0.386710514434702,0.605846628017217,0.795555373235009,270705.313056111,70740.7810278885,1835.93298352222,159.177018019705
0.513515713112976,0.459443575728671,0.975192059210812,271508.314979512,58573.4643563334,3085.42959819586,134.428208106353
0.518137154869377,0.0584707532231762,0.975192059210812,196599.199134813,58573.4643563334,2197.05940498156,172.247453181684
0.518137154869377,0.664476980294273,0.789046808069453,180160.040191867,50653.2464511767,2114.68062683771,206.796953210291
0.510401311636113,0.491576763779386,0.891285496460341,234871.178126522,38186.2824978505,2482.34808484597,195.273150539497
0.504239927810902,0.533041170645739,0.7421759898057,272051.505420737,76739.0290040722,2482.34808484597,144.649840694971
0.504239927810902,0.621724269616022,0.945601127140202,192816.061690398,58200.1080462295,2817.12566737315,144.649840694971
0.562827520597932,0.38839405540755,0.945601127140202,227218.168788097,64609.5795089945,2781.59519960561,133.789738002445
0.477285898311924,0.648679745970956,0.945601127140202,251884.062033598,49169.955931103,1868.47844061429,175.756779165626
0.477285898311924,0.775234788071196,0.706771024829341,245367.462153933,70173.3006811221,2184.89214185836,178.664667499257
0.479941294886654,0.994779669211188,0.901486621095461,227800.622409698,62554.2324209112,2299.98525289256,186.264801135622
0.478465723662593,0.681735750879921,0.824080510474277,180302.233075573,51521.5996181996,2382.44114416535,138.378020878996
0.473661867694769,0.197395921012652,0.974053652393507,249971.204351274,62064.429350014,2382.44114416535,198.862230052389
0.480922733575314,0.666618582849742,0.937607451197378,229892.973692676,61717.3269194208,2382.44114416535,231.714314187646
0.426949408602668,0.735535866766999,0.899358586676371,214834.67916607,64789.8100007424,2026.50338327536,234.350275338664
0.478671839679631,0.749529030353153,0.514680349168173,210339.974638302,70560.7886369193,2166.93017224302,129.738555904292
0.479890930725975,0.944999020481874,0.569942538424416,290484.843656149,64234.7738749826,1937.6951983783,158.949330699843
0.429792518558217,0.847555099956586,0.864077472146803,251522.878117318,64835.9907860045,2376.9060666702,140.386723152956
0.462236270810788,0.847555099956586,0.554356074079094,191419.681447256,67128.6273580537,2354.57064796427,121.161380013663
0.406630182360221,0.816760361577498,0.554356074079094,214429.110045294,67128.6273580537,2187.40562339217,155.802776459452
