Y,M,W,D
0.39646541199235213,0.37317898061027677,0.31736103752505124,0.3188316325355324
0.36640341069172466,0.3436552528579894,0.30074405104696955,0.2986524152864481
0.34735740498243084,0.3345699979686757,0.29821197392365983,0.3094146644859598
0.3350616557660855,0.3245989181627614,0.29870217226048695,0.2985049872152219
0.32862982264332147,0.31633833904686914,0.28857939231991886,0.2902582294810071
0.3246305881352298,0.3120361198774504,0.2908921701872797,0.2905254428601045
0.33446241027176726,0.32591697537909325,0.2998926539356384,0.2937965031904356
0.33843272619665693,0.33719522282789655,0.3084803390845638,0.2884153785906798
0.3896944943057679,0.38543352020120575,0.34720416484301214,0.2856326737462855
0.4216536042796668,0.4162145748563937,0.35923798115684963,0.2711570800027643
0.4606083534304492,0.44360143323539697,0.36691345511506296,0.2819009006933726
0.5591012203571233,0.5070415751349155,0.39215498375987645,0.2930132915620465
0.6502511415929674,0.6000268051038593,0.4340061274792103,0.2941190020962429
0.6922826543431919,0.6345011004751623,0.4394277947985533,0.2891617332012623
0.7033335400634011,0.6431210355146685,0.43979267927483817,0.3087143811476354
0.7027948251329422,0.6450836717128671,0.445072447075626,0.3187763470088227
0.7125218174053722,0.654945436954605,0.46232705996176077,0.3077468844302135
0.7202114671396651,0.6711570800027643,0.4781958489783696,0.339766418649651
0.7148841750495709,0.6753935429017781,0.4916726175393332,0.3568865034207919
0.6681818681192111,0.638573382113038,0.46795512658082056,0.3473773928267029
0.60499465750439,0.5771218438560818,0.424889544124761,0.3508972380272281
0.550716638639976,0.523702203672718,0.4022187924719541,0.3642026214553914
0.4925053735051201,0.46775115649364113,0.37374858906728703,0.3426965515652715
0.4370859920296699,0.4117975963360773,0.3392025062772108,0.3112943723940936
0.39646541199235213,0.37317898061027677,0.31736103752505124,0.2793669807191726
0.36640341069172466,0.3436552528579894,0.30074405104696955,0.27912741010343
0.34735740498243084,0.3345699979686757,0.29821197392365983,0.2856511022551887
0.3350616557660855,0.3245989181627614,0.29870217226048695,0.2893368040358435
0.32862982264332147,0.31633833904686914,0.28857939231991886,0.2857340305452535
0.3246305881352298,0.3120361198774504,0.2908921701872797,0.2857340305452535
0.33446241027176726,0.32591697537909325,0.2998926539356384,0.3058026767409181
0.33843272619665693,0.33719522282789655,0.3084803390845638,0.3105203750201562
