"t_set_heating","window_opening_ach","%SIGMA@wn2*.pc.mu%","infl_rate_m3ph_m2","%SIGMA@wn2*.pc1%","%SIGMA@wn2*.pc2%","%SIGMA@wn2*.pc3%"
0.990313274293187,0.180441326523323,279201.97070501,0.757553520454045,7246.4950329009,2876.19360792943,51.2784807631194
0.986478838316804,0.204372450314501,385443.275980144,0.718844963153458,7427.89790404262,2778.25723531047,41.7054198511885
0.959844988515857,0.17346602592918,371321.862781108,0.420546105432336,8196.85541831333,2483.39080764605,48.072455754364
0.970956672902818,0.178807250667548,312202.036899333,0.647730702462753,8196.85541831333,2433.84619146976,52.6144602239396
0.970956672902818,0.244423376255216,363112.631281523,0.631254672374898,5363.09988372105,3329.49898268798,47.8837478395792
0.984028529006977,0.244423376255216,357335.941789459,0.521146547630895,6623.65156819576,2570.25330475832,46.14224757413
0.987863412482281,0.0606413211773724,357335.941789459,0.902202072500962,5802.61950472687,2688.90192437299,56.77308825134
0.987863412482281,0.215029322471663,357335.941789459,0.902202072500962,6616.81767724628,3690.32889989211,54.4369205318094
0.999100831499552,0.0782265351320608,327561.732776256,0.902202072500962,7249.7586140274,2402.56910848891,59.1067091930214
0.999100831499552,0.133127144252539,327561.732776256,0.902202072500962,7249.7586140274,4013.31549684829,42.3963313411863
0.999100831499552,0.148740356970209,391239.708043469,0.902202072500962,7249.7586140274,2768.70086518191,43.2070269595428
0.962834765329496,0.148740356970209,314052.803485803,0.766252766216561,7249.7586140274,2768.70086518191,49.1119879725021
0.987819245223107,0.148740356970209,322128.259380787,0.237505664083684,6528.02995019076,3330.61320731723,49.1119879725021
0.966780531192679,0.684018545070916,339365.833985012,0.972649883672978,6528.02995019076,2765.26198152497,54.636257335068
0.974625969245379,0.916447642002445,339365.833985012,0.899267895108549,6528.02995019076,3161.83438153462,60.5659559094755
0.994374025150635,0.633479571180343,296077.038526779,0.331829059016676,5285.84006952555,3161.83438153462,55.6034480819857
0.969175488196646,0.409744623315204,300645.023941057,0.767934578868166,9024.39105281069,2781.73599419449,59.4747061928872
0.966140067035379,0.221249011787678,331850.733799864,0.322086385224712,8127.98845321829,2789.36870761962,46.0423917117594
0.974550546905162,0.163300235587169,324640.205858628,0.724496160798395,7840.07002953236,2937.61048312514,59.9456634799129
0.994858628246382,0.233141612751762,324640.205858628,0.724496160798395,5958.51255575324,3286.80908106558,49.1764340041805
0.994858628246382,0.124591777830336,408095.042173683,0.425530380182031,5958.51255575324,3279.43056052606,44.042154841675
0.994858628246382,0.201616907903379,263775.946595777,0.854493126145719,4806.08307487688,2999.04117396848,57.9819048111718
0.973212298939559,0.139744013326753,367822.462313271,0.991686272188063,5291.07466890445,2657.09640348564,58.5647197648779
0.973212298939559,0.480500757105031,367822.462313271,0.921459406753994,6993.457058172,2860.62797262329,44.1736278394886
0.987309090991123,0.314397638334436,273005.851896883,0.225101571777506,7471.66179540283,3545.27753121025,52.7845228553993
0.987309090991123,0.180868786927057,281099.126624421,0.349209579834554,6869.60966035377,2650.7043684234,58.2388657688285
0.987309090991123,0.140172992281098,323198.336980002,0.941710575465788,7019.16020977888,2846.15840946055,54.1335589400182
0.985131387435877,0.0797890915992312,299466.145882521,0.941710575465788,6390.07205383437,2497.07897981081,44.8356791983321
0.981548661869163,0.251444704431394,253906.86473208,0.869897700637506,6390.07205383437,2963.92802433972,44.8356791983321
0.985867055087571,0.100240113534134,253906.86473208,0.869897700637506,6390.07205383437,2727.65253543652,45.7362869202027
0.983245635945323,0.15815140527296,396005.471983777,0.558667100563309,7063.77399115463,3290.90652725691,47.6863250352671
0.982241806509987,0.0308820608416509,337078.757920419,0.51416858121192,7031.75651733101,2822.47989608722,60.7203895319947
0.938193714635744,0.125733814520512,348745.574033935,0.816475583122568,5965.81464832073,3385.78809754595,60.7203895319947
0.999569229385525,0.240493196006536,235628.519497262,0.0836930796813452,6953.04879109396,3385.78809754595,49.8358482618204
0.950376383566954,0.349831398754752,361970.542758408,0.939056654065839,6953.04879109396,3067.91588265538,56.2746559673862
